Car Brand,Car Model,Production Year,Mileage,Price,Description,Specs,Timestamp,Location
Nissan,Maxima,2016,"157,631 km",37000,AED685/month | 2016 Nissan Maxima SV 3.5L | GCC Specifications | Ref#162258,GCC Specs,45354.94097,Abu Dhabi
Nissan,Pathfinder,2014,"187,000 km",37000,Nissan Pathfinder 2014,GCC Specs,45354.94097,Abu Dhabi
Nissan,Sentra,2021,"83,250 km",37000,Nissan sentra sv 2021 usa.    Car have vechile inspaction on abu dhabi moror pass result,American Specs,45354.94097,Abu Dhabi
Chevrolet,Captiva,2016,"74,000 km",37000,AED729/month | 2016 Chevrolet Captiva Ltz 3.0L | GCC Specs | Ref#121878,GCC Specs,45354.94097,Abu Dhabi
Toyota,Yaris,2019,"77,000 km","37,500",Toyota Yaris 2019,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"85,915 km","37,500",Toyota Yaris,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"94,000 km","37,500","2019 Toyota Yaris 1.5L, GCC, 100% accident free with 3 keys and new Tires",GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2014,"210,350 km","37,500",Toyota HiAce Van Model 2014,GCC Specs,04-03-24 14:49,Dubai
Toyota,Prado,2005,"235,000 km","37,500",Fully serviced Toyota prado vx for sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2018,"65,000 km","37,500",Super Clean Toyota Corolla 2018 low millage 1.8L,American Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2013,"185,000 km","37,500",Toyota Hiace Van,GCC Specs,04-03-24 14:49,Dubai
Toyota,Other,2001,"72,000 km","37,500",TOYOTA CENTURY - LOW MILEAGE - RIGHT HAND DRIVE ( EXPORT ONLY ),Japanese Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"53,000 km","37,500",HYUNDAI ACCENT 2020 GCC KM:53000 EXCELLENT CONDITION CAR,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2017,"111,171 km","37,500",2017 Hyundai Santa Fe Sports+ 2.4L V4 With Side Steps / EXPORT ONLY,American Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2016,"135,000 km","37,500",Hyundai SantaFe Model 2016 km 135000 accident Free GCC space,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2015,"116,234 km","37,500",HONDA ACCORD 2015 MODEL GCC SPECIFICATION LIKE BRAND NEW CONDITION,GCC Specs,04-03-24 14:49,Dubai
Honda,Pilot,2013,"197,000 km","37,500",Honda Pilot 2013 - FIRST owner - FULL agency maint - SERVICE Contract,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2018,"65,000 km","37,500",KIA SPORTAGE 2018,American Specs,04-03-24 14:49,Dubai
Kia,Sedona,2016,"131,200 km","37,500",Kia Sedona 2016 LX tan 3.3l Excellent condition fresh import,American Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2020,"70,000 km","37,500",Run and drive condition.,American Specs,04-03-24 14:49,Dubai
Nissan,Juke,2016,"147,000 km","37,500",730PM || NISSAN JUKE || 1.6L V4 FWD || SERVICE HISTORY || FULL OPTION || ORIGNAL PAINT || GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"63,000 km","37,500",Nissan Altima Super Clean,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"5,600 km","37,500",2020 NISSAN KICKS I 1.6L FWD | AMERICAN SPECS | WARRANTY | PERFECT CONDITION,American Specs,04-03-24 14:49,Dubai
Nissan,Navara,2016,"187,200 km","37,500",NISSAN NAVARA,GCC Specs,04-03-24 14:49,Dubai
Ford,Transit,2019,"146,159 km","37,500",CUSTOM + CARGO VAN + 3 SEATERS + DIESEL + 6 SPEED / GCC / 2019 / UNLIMITED MILEAGE WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2015,"130,500 km","37,500",FULL AGENCY MAINTAINED | AED 990PM | FORD FOCUS ST | FULL OPTION | GCC | MINT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"152,000 km","37,500",Amazing Ford Edge SEL Plus//2014// Full Options//GCC// Full Service History At ALTAYYER// 2 Keys!!,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2015,"150,000 km","37,500",Ford Focus ST 6 Speed GCC Spec,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2012,"99,662 km","37,500",FORD EXPLORER XLT - 2012 - CLEAN CAR FRESH JAPAN IMPORT,Japanese Specs,04-03-24 14:49,Dubai
Ford,Escape,2014,"75,000 km","37,500","Very low mileage, GCC specs, One owner and fully maintenance in Al Tayer until today",GCC Specs,04-03-24 14:49,Dubai
Ford,Flex,2017,"89,000 km","37,500",Rak,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2018,"181,000 km",37500,2018 Honda Accord with Sunroof/Carplay/RearCam,American Specs,45354.94097,Abu Dhabi
Chevrolet,Camaro,2016,"110,000 km",37500,Chevrolet Comaro 2016 Model For Sall in Uae Very Clean,American Specs,45354.94097,Abu Dhabi
Chevrolet,Lumina,2006,"275,500 km",37500,2006 GOOD CONDITION V8/LS1/GIII CHEVY LUMINA/HOLDEN SS/CLASSIC,GCC Specs,45354.94097,Abu Dhabi
Ford,Ecosport,2018,"98,455 km","37,800",TREND + NAVIGATION + LEATHER SEATS + ALLOY WHEELS + CAMERA / 2018 / GCC / UNLIMITED MILEAGE WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2013,"155,173 km","37,900",AED2597/month | 2013 Ford Explorer Limited 3.5L | GCC Specifications | Ref#140906,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"224,598 km","37,900",AED913/month | 2015 Ford Explorer 3.5L | GCC Specs | Ref#141557,GCC Specs,04-03-24 14:49,Dubai
Nissan,Juke,2015,"85,731 km",37900,1.6/4CYL-  | Under Warranty | AED 905 Monthly | Zero Downpayment,GCC Specs,45354.94097,Abu Dhabi
Hyundai,Sonata,2018,"127,000 km","37,999",Hyundai sonata 2018 limited full panorama,American Specs,04-03-24 14:49,Dubai
Honda,Civic,2021,"20,000 km","37,999",BUMPER OFFER CIVIC 2.0 registered dubai No chassis damage Quick sale,American Specs,04-03-24 14:49,Dubai
Kia,Sportage,2016,"146,000 km","37,999","730X48-Monthly l GCC l Cruise, Camera, GPS l Accident Free",GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2013,"262,002 km","38,000",2013 TOYOTA HIACE CARGO VAN,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"72,000 km","38,000",TOYOTA YARIS SE 1.6L GCC CAR FIRST OWNER FULL AUTOMATIC CAR,GCC Specs,04-03-24 14:49,Dubai
Toyota,Sienna,2014,"200,000 km","38,000",Toyota,American Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2014,"220,000 km","38,000",Toyota rav4 gcc 2nd option very good condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2015,"152,000 km","38,000","Toyota Corolla 2015, SE+, 2.0L, full original paints",GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2015,"170,000 km","38,000",Toyota Corolla 1.6 plus full,GCC Specs,04-03-24 14:49,Dubai
Toyota,Prado,2008,"400,000 km","38,000","ط§ظ„ظˆط±ظ‚ط§ط،",GCC Specs,04-03-24 14:49,Dubai
Toyota,Tundra,2010,"110,361 km","38,000",TOYOTA TUNDRA 2010 IN PERFECT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2012,"171,023 km","38,000",Toyota hice model 2012 GCC good car,GCC Specs,04-03-24 14:49,Dubai
Toyota,86,2014,"135,000 km","38,000",2014 Toyota GT86 - GCC Specs,GCC Specs,04-03-24 14:49,Dubai
Toyota,FJ Cruiser,2006,"240,000 km","38,000",طھظˆظٹظˆطھط§ FJ,American Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2015,"142,000 km","38,000",Toyota Corolla 2.0L SE+,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2019,"101,000 km","38,000",Toyota camry 2019 model GCC,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2011,"325,000 km","38,000",Toyota Fortuner 2011 Model very good condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2017,"290,000 km","38,000",Toyota Corolla 2.0L 2017 ( Platinum ) . Gcc Specs,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2020,"106,574 km","38,000",LOW MILLAGE ||TOYOTA COROLLA ||,American Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2016,"140,708 km","38,000",HYUNDAI SANTA FE 2016 G.C.C V4 IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2013,"112,000 km","38,000",2013 DIESEL HYUNDAI SANTAFEE  GCC MIDOPTION,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2016,"75,000 km","38,000",2016 Hyundai Santafe MidOption in Good Condition,American Specs,04-03-24 14:49,Dubai
Hyundai,Grand i10,2022,"70,000 km","38,000",Hyundai Grand i10,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2018,"62,000 km","38,000",2018 Hyundai Creta Gcc MidOption Engine 1.6 - Bank Finance Available,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2015,"116,000 km","38,000",HYUNDAI SANTA FE - GCC SPECS - ORIGINAL PAINT - FULL SERVICE HISTORY - EXCELENT CONDITION -,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Avanti,2020,"87,000 km","38,000",HYUNDAI AVANTE - WATCH VIDEO - BRITISH EX PAT CARPLAY ANDROID CAMERA HEATED SEATS CRUISE AC PERFECT,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2018,"80,000 km","38,000",hyundai sonata sport 2018 full option,American Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2020,"92,760 km","38,000","NEW TYERS 1 year warranty, new Rims 6 months warranty 2020 HYUNDAI ELANTRA SE 2L4",American Specs,04-03-24 14:49,Dubai
Hyundai,Venue,2020,"55,450 km","38,000",Hyundai Venue 2020,American Specs,04-03-24 14:49,Dubai
Honda,Accord,2015,"280,123 km","38,000",Honda Accord 2015 model,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2018,"82,000 km","38,000",Honda Civic very clean,American Specs,04-03-24 14:49,Dubai
Honda,City,2019,"110,000 km","38,000",GCC MID OPTION WITH TOUCH SCREEN AND STEERING WHEEL PADELS,GCC Specs,04-03-24 14:49,Dubai
Kia,Soul,2021,"29,000 km","38,000",Kia Soul 2021 Lady Driven Low Mileage In Excellent Condition,American Specs,04-03-24 14:49,Dubai
Kia,Cadenza,2016,"8,000 km","38,000",Kia Cadenza K7 Korean Spec,Korean Specs,04-03-24 14:49,Dubai
Kia,Picanto,2023,0 km,"38,000",(LHD) KIA PICANTO 1.2P AT MY2023 â€“ BLACK (VC: PICANTO1.2P_1),Other,04-03-24 14:49,Dubai
Kia,Picanto,2023,0 km,"38,000",(LHD) KIA PICANTO 1.2P AT MY2023 â€“ WHITE (VC: PICANTO1.2P_1),Other,04-03-24 14:49,Dubai
Kia,Picanto,2023,0 km,"38,000",BRAND NEW KIA PICANTO,Other,04-03-24 14:49,Dubai
Kia,Optima,2019,"126,000 km","38,000",Kia Optima 2019  Full Option with Panoramic,American Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2014,"115,250 km","38,000",GCC SPEC | N-PATHFINDER | 2014 | V6 | TOP,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"200,000 km","38,000",NISSAN PATHFINDER (original paint)GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2017,"86,000 km","38,000",2017 Nissan Kicks Gcc SL FullOption Single Owner,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"167,000 km","38,000",NISSAN PATHFINDER 2015 GCC SV FULL OPTION FREE ACCIDENT CAR,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2021,"46,154 km","38,000",Nissan Sentra S 2021  2.0L 4 Cylinder,American Specs,04-03-24 14:49,Dubai
Nissan,Armada,2014,"156,000 km","38,000",ظ†ظٹط³ط§ظ† ط£ط±ظ…ط§ط¯ط§ LE ط®ظ„ظٹط¬ظٹ,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2017,"129,000 km","38,000",Kicks 1.6L | GCC Specs | Single Owner | Accident Free | Accident Free,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"47,800 km","38,000",NISSAN ALTIMA 2019 SR,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2016,"223,172 km","38,000",AED704/month | 2016 Nissan Maxima SV 3.5L | GCC Specifications | Ref#160445,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2014,"85,670 km","38,000",Nissan Pathfinder 2014 V6 3.5L 4x4,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,1996,"256,885 km","38,000",Nissan Patrol Safari,Japanese Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2021,"30,000 km","38,000",Nissan Sentra SR 2021,American Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2016,"270,000 km","38,000",NISSAN URVAN VAN 13 SEATER,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"116,000 km","38,000",Nissan kicks 2018 Gcc very good condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2021,"80,000 km","38,000",NISSAN ROGUE AWD SPORT 2021,American Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"77,825 km","38,000",FORD EXPLORER XLT - 2015 - SUPER CLEAN CAR FRESH JAPAN IMPORT,Japanese Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"148,000 km","38,000",Ford Explorer 2015 Full Option GCC Urgent sale,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2015,"52,000 km","38,000",2015 MUSTANG V6 EXCELLENT CONDITION,American Specs,04-03-24 14:49,Dubai
Ford,Explorer,2013,"87,000 km","38,000",FORD EXPLORER FRESH JAPAN IMPORTED 2014,Japanese Specs,04-03-24 14:49,Dubai
Ford,Escape,2017,"124,000 km","38,000",Ford Escape Full Option GCC 2017 Model,GCC Specs,04-03-24 14:49,Dubai
Ford,Expedition,2013,"207,000 km","38,000",Dont miss me,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"138,000 km","38,000",2014 A new Edge Sport 3.7-litre V6 Top All New Tyers  Battery in immaculate condition.,GCC Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2014,"101,855 km",38000,Nissan Xtrail rouge SL AWD 2014 model full option Mulkiya one year,American Specs,45354.94097,Abu Dhabi
Nissan,Kicks,2017,"256,093 km",38000,ظ†ظٹط³ط§ظ† ظƒظٹظƒط³,GCC Specs,45354.94097,Abu Dhabi
Nissan,Pathfinder,2015,"270,000 km",38000,ظ†ظٹط³ط§ظ† ط¨ط§طھظپط§ظٹظ†ط¯ط± SV ظ…ظˆط¯ظٹظ„ 2015 ط®ظ„ظٹط¬ظٹ ظپظ„ ط§ط¨ط´ظ† ظ…ط§ط´ظٹظ‡ 270 ط§ظ„ظپ,GCC Specs,45354.94097,Abu Dhabi
Toyota,Innova,2019,"600,000 km","38,500",ط¹ط±ط¶ ط®ط§طµ ط¨ظ…ظ†ط§ط³ط¨ط© ط´ظ‡ط± ط±ظ…ط¶ط§ظ† ظ„ط¹ظ…ظ„ط§ط¦ظ†ط§ ظپظٹ ط§ظ„ظ…ظ…ظ„ظƒط© ط§ظ„ط¹ط±ط¨ظٹط© ط§ظ„ط³ط¹ظˆط¯ظٹط© - طھظˆظٹظˆطھط§ ط£ظ†ظˆظپط§ 2019,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"86,500 km","38,500","2019 Toyota Yaris GCC 1.5L , 100% Accident free",GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2013,"192,258 km","38,500",Toyota Hilux Gcc space single cabin Model 2013,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2006,"350,000 km","38,500",TOYOTA HIAC HIGHROOF 2006 GULF SPACE 15 SEATS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"63,786 km","38,500",TOYOTA YARIS 2020 Gcc 100% accident free original paint,GCC Specs,04-03-24 14:49,Dubai
Hyundai,H1,2018,"125,000 km","38,500",HYUNDAI H1 DELIVERY VAN 2018,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2018,"54,678 km","38,500",FUUL OPTION TURBO SPORTS 2018 WHITE SONTA REDAR CAMRA TOP REANG EXCELENT COUDTION,American Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2019,"84,000 km","38,500",Hyundai Elantra 2019 GCC in Great Condition,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Tucson,2016,"113,314 km","38,500",Tucson // Model year 2016 // GCC,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2015,"134,000 km","38,500",2015 Honda Accord 2.4L || GCC Specifications || Single Owner Low Mileage Mint Condition,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2015,"135,000 km","38,500",Honda CR-V Full option Model 2015 km 135000 accident Free GCC space,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2012,"112,000 km","38,500",HONDA CR-V 2012 FULL OPTION GCC SPEC LOW MILEAGE,GCC Specs,04-03-24 14:49,Dubai
Honda,City,2018,"82,367 km","38,500",City 1.5 GCC for Sale (Full Agency Maintained),GCC Specs,04-03-24 14:49,Dubai
Honda,Odyssey,2015,"180,296 km","38,500",HONDA ODYSSEY,GCC Specs,04-03-24 14:49,Dubai
Kia,Pegas,2020,"39,375 km","38,500",2020 |  Kia Pegas  | In Warranty  | GCC Specs,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"17,000 km","38,500",Nissan Pathfinder 2015 GCC Full Option Family Use Perfect Condition 170k km,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"35,000 km","38,500",Nissan altima 2019 SR 2.5 V4,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2018,"78,000 km","38,500",Nissan Altima SL very good condition 2018,Other,04-03-24 14:49,Dubai
Nissan,Altima,2018,"126,000 km","38,500",NISSAN ALTIMA MODEL 2018 GCC SPEC IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"97,000 km","38,500","Nissan X-Trail 2015/07 Seater/GCC/Flawless, Maintenance-Free",GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2017,"123,600 km","38,500",ظ…ط¯ظٹظ†ط© ط¯ط¨ظٹ ط§ظ„ط±ظٹط§ط¶ظٹط©,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"63,000 km","38,500",Nissan Sentra 2020 only 36500 urgent sale,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"121,000 km","38,500",Nissan kicks 2018 GCC well maintained low mileage,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2021,"59,000 km","38,500",Nissan Sentra SV 2021,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2018,"50,284 km","38,500",Nissan maxima platinum 2018,Other,04-03-24 14:49,Dubai
Nissan,X-Trail,2016,"194,000 km","38,500",NISSAN Xtrail 2016 4+4 7 SETARAS,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"99,000 km","38,500",2019 model Nissan kicks 99000km clean car with reverse camera single owner used,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2018,"119,000 km","38,500",clean nissan altima for sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2016,"157,623 km","38,500","Well maintained, with service history book",GCC Specs,04-03-24 14:49,Dubai
Ford,Ranger,2017,"175,047 km","38,500",HIRIDER + 4WD + MANUAL GEAR-BOX + USB / GCC / 2017 / UNLIMITED MILEAGE WARRANTY / 730 DHS,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2019,"110,200 km","38,500",NO ACCIDENT - 2019 FORD ECOSPORT LIMITED - WELL MAINTAINED - GCC SPECS - BEST PRICE!,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2018,"46,512 km","38,500",AED585/month | 2018 Ford Focus Ambiente 1.5L | GCC Specifications | Ref#157321,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2013,"81,846 km","38,500",FORD EXPLORER XLT - 2013 - CLEAN CAR FRESH JAPAN IMPORT,Japanese Specs,04-03-24 14:49,Dubai
Ford,Explorer,2013,"68,000 km","38,500",FORD EXPLORER // FRESH JAPAN IMPORTED // LOW MILEAGE,Japanese Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2021,"16,500 km",38500,Lady driver sell emergency for traveling,American Specs,45354.94097,Abu Dhabi
Nissan,Altima,2017,"200,000 km",38500,Nissan Altima M2017 for sale,GCC Specs,45354.94097,Abu Dhabi
Kia,Cerato,2017,"107,500 km",38500,"Discounted price,for urgent sale, Kia cerato 2017 GCC Koup-Navigation, Free accidents",GCC Specs,45354.94097,Abu Dhabi
Hyundai,Avanti,2019,"140,000 km",38500,Avanti clean title no accident,Korean Specs,45354.94097,Abu Dhabi
Toyota,Yaris,2019,"116,000 km","38,700","2019 Toyota Yaris GCC, Full original paints , 100% accident free",GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2018,"112,147 km","38,800",2018 / GCC / HATCHBACK + LEATHER SEATS + NAVIGATION + CAMERA + PREMIUM ALLOY WHEELS / WARRANTY !!,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2020,"143,000 km","38,900",Toyota Corolla / SE 2.0L 4/  RED SPORT,American Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"82,990 km","38,900",AED591/month | 2020 Hyundai Accent GLS 1.6L | GCC Specifications | Ref#132303,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"236,194 km","38,900",AED937/month | 2015 Nissan X-Trail SV 2.5L | GCC Specifications | Ref#141407,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"35,000 km","38,900",Sale !!! Almost New sentra 2020,American Specs,04-03-24 14:49,Dubai
Ford,Ranger,2018,"110,678 km","38,900",DIESEL + 4WD + MANUAL GEAR-BOX + BLUETOOTH + USB / GCC / 2018 / UNLIMITED MILEAGE WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2019,"103,084 km","38,900",AED591/month | 2019 Ford Ecosport Trend 1.0L | GCC Specifications | Ref#151540,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2018,"54,362 km","38,999",2018 Kia Sportage 2.4L GDi MidOption- EXPORT ONLY,American Specs,04-03-24 14:49,Dubai
Hyundai,Tucson,2015,"126,000 km",38999,"960x36-Monthly l GCC l Panoramic, Leather, Cruise l Accident Free",GCC Specs,45354.94097,Abu Dhabi
Toyota,Avalon,2014,"165,900 km","39,000",Toyota avalon 2014,American Specs,04-03-24 14:49,Dubai
Toyota,Other,1995,"168,000 km","39,000",1995 Toyota Starlet Glanza V / Future Classic,Japanese Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"49,000 km","39,000","Low EMI/0% Down/Auto Finance Deal/2019/Toyota/Yaris/Efficiency Redefined/Flawless, Maintenance-free",GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"53,000 km","39,000",Rev Up Your Ride in Cash Or Auto Finance/0% Down/Toyota/Yaris/2019/1.5ltr/Super Clean,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2016,"91,000 km","39,000",TOYOTA COROLLA 2L SE,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2011,"242,000 km","39,000",Toyota Hiace Highroof Delivery van For Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"119,683 km","39,000",Toyota  YARIS 2020GCC Used Car for Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,86,2013,"168,000 km","39,000",THE ORANGE BEAST 2013 TOYOTA 86,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2019,"171,000 km","39,000",Hyundai Elantra Gcc Very Clean,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"17,000 km","39,000",Hyundai Accident 1.6 GCC 2020 Original paint Only 17000km,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2018,"72,300 km","39,000",PACKAGE WITH GOLDEN OFFER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2019,"110,000 km","39,000",Hyundai Creta 1.6L 2019 Mid Option GCC Urgent Sale,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Kona,2019,"106,818 km","39,000",Hyundai Kona,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2017,"55,000 km","39,000",Hyundai Sonata supercharge,American Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2016,"130,000 km","39,000",Full option..CRETA 2016 ...GCC...LOW MILEAGE,GCC Specs,04-03-24 14:49,Dubai
Honda,City,2017,"135,890 km","39,000",Honda city 2017 GCC full option for sale,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2015,"169,000 km","39,000",Honda Accord 2015 | GCC | Full Agency Service | 2.4L | Sunroof,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2017,"135,000 km","39,000",Honda Civic Sport 2017,American Specs,04-03-24 14:49,Dubai
Honda,Civic,2018,"250,000 km","39,000",Honda Civic Hatchback EX Turbo Full option,European Specs,04-03-24 14:49,Dubai
Honda,Civic,2017,"122,000 km","39,000",Honda civic 2017,American Specs,04-03-24 14:49,Dubai
Kia,K900,2015,"144,000 km","39,000",Kia k900,Korean Specs,04-03-24 14:49,Dubai
Kia,Picanto,2023,0 km,"39,000",(LHD) KIA PICANTO 1.2P AT MY2023 â€“ SPARKLING SILVER (VC: PICANTO1.2P_1),Other,04-03-24 14:49,Dubai
Kia,Picanto,2023,0 km,"39,000",Kia Picanto 2023 1.2L MID A/T PTR (Only Export),Other,04-03-24 14:49,Dubai
Kia,Picanto,2022,"20,000 km","39,000",AED 611 EMi for 5Yrs | KIA Morning ( Picanto ) / ( 2022 Model ) in White Color Korean Specs,Korean Specs,04-03-24 14:49,Dubai
Kia,Sportage,2017,"66,000 km","39,000",Kia sportage 2017 AWD low mileage,American Specs,04-03-24 14:49,Dubai
Kia,Sportage,2017,"32,000 km","39,000",Kia sportage 2017 AWD very clean,American Specs,04-03-24 14:49,Dubai
Kia,Forte,2019,"34,000 km","39,000",Fully loaded kia forte,American Specs,04-03-24 14:49,Dubai
Kia,Optima,2020,"56,000 km","39,000",Kia optima LX in superb condition,American Specs,04-03-24 14:49,Dubai
Kia,Optima,2016,"140,000 km","39,000",Kia Optima 2016,GCC Specs,04-03-24 14:49,Dubai
Kia,Optima,2018,"98,195 km","39,000",KIA Optima 2018 Model GCC specification Accident free Original paint Low Mileage,GCC Specs,04-03-24 14:49,Dubai
Kia,Sedona,2016,"115,000 km","39,000",Kia Sedona 2016 lx mint condition very clean,American Specs,04-03-24 14:49,Dubai
Nissan,Juke,2016,"93,000 km","39,000",Nissan Juke SL Turbo,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"49,711 km","39,000",AED593/month | 2020 Nissan Sentra S 1.6L | GCC Specifications | Ref#162460,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2018,"90,000 km","39,000","Nissan rouge, panoramic, 4WD, accident free",American Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"188,000 km","39,000",NISSAN X-TRAIL 2015 model(4x4)GCC SPEC,GCC Specs,04-03-24 14:49,Dubai
